class,RP,ST,WCIMD,AR,MS,DS,LD,TLC,MDLC,H1LC,CWC,DA,PA,HTTP or HTTPs,OL,IL,IMGL,Backlinks,Traffic,DSX,SMR,CT,WC,RTS,SDMS,SMU,KWURL,QWURL,KWMD,KWT
H,8,5,1,4587,35,79,3.6,0,0,0,0,92,72,1,0,0,0,0,0,14,814,0,21,1,0,0,0,0,0,0
I,9,5,15,1914,34,73,3.8,32,97,32,1350,92,74,1,144,113,8,93,93,14,1226,1,25,1,2,1,0,0,0,0
J,10,5,22,355,32,64,4.2,41,159,0,9,93,77,1,6,1,0,0,0,14,54,1,18,0,0,0,1,1,0,1
K,91,5,26,48330,27,61,6.6,66,152,56,1251,42,42,1,90,76,6,0,0,14,139921,1,21,1,8,1,1,1,0,0
L,92,5,25,19178,23,56,7.7,55,147,0,0,39,27,1,1,0,0,1233,0,14,180384,0,21,1,0,0,1,0,0,0
M,93,5,25,240,17,51,1.3,117,141,0,1215,98,76,1,108,81,8,1,1,40,567,1,19,1,1,1,0,0,0,0
N,94,5,24,134183,14,36,1.3,46,137,46,2318,66,49,1,104,47,10,382,5766,14,60234,1,21,1,5,1,0,1,0,0
O,95,5,1,1804694,13,45,2,66,0,37,449,19,33,0,88,88,40,15897,53,14,619496,0,21,1,0,0,0,0,0,0
P,96,5,19,56844,16,40,1.2,45,131,45,3909,75,54,1,166,145,18,54,0,14,80029,1,21,1,4,1,1,0,0,0
Q,97,5,22,374562,34,34,2.1,52,132,52,2038,35,39,1,123,78,2,7,0,14,717599,1,21,1,0,0,1,1,0,0
R,98,5,31,12655,23,45,4.7,68,223,62,1086,91,64,1,137,100,34,77,0,14,6590,1,21,1,5,1,1,0,1,0
S,99,5,21,24335,8,29,1,47,116,47,4583,68,64,1,250,206,23,3229,15,14,19027,1,21,1,1,1,0,1,0,0
T,100,5,16,20560,11,28,0.5,54,104,54,6412,63,62,1,288,78,64,24993,2666,14,18033,1,2,1,7,1,0,1,0,0
A,1,1,25,7320,64,87,0.7,70,162,0,4707,92,52,1,52,52,11,39,0,24,1037,0,21,1,0,0,0,0,1,1
B,2,3,28,13,47,78,0.8,31,172,19,4946,98,89,1,806,71,12,2100,159,40,1,1,28,1,3,1,1,0,1,1
C,3,3,13,242,57,68,2.8,67,84,72,1091,94,78,1,226,122,17,67,231,14,60,1,15,1,7,1,1,0,1,0
D,4,3,56,2523,53,52,1.3,70,341,55,1630,87,68,1,308,282,9,24,0,14,926,1,21,1,9,1,1,0,1,1
E,5,3,25,495,53,47,4.7,66,160,66,2763,93,72,1,227,156,6,1183,257,14,236,1,21,1,5,1,1,1,1,0
F,6,5,23,7896,46,55,1.7,155,157,79,5211,76,68,1,134,128,8,0,57,17,8223,1,7,1,0,0,1,0,0,0
G,7,2,28,13,44,96,1.4,31,172,19,4946,98,89,1,806,71,12,602,2092,40,1,1,28,1,3,1,1,0,1,1
H,8,5,48,619,36,80,2.3,75,319,19,1812,93,75,1,228,209,7,128,785,14,34,1,21,1,2,1,1,0,1,1
I,9,5,13,7468,35,74,2.4,52,98,52,2377,90,70,1,136,118,7,89,0,17,1801,1,7,1,10,1,1,0,1,1
J,10,5,21,15100,33,65,1,70,136,46,1474,80,62,1,144,124,4,35,23,40,5540,1,15,1,7,1,1,1,1,1
K,91,5,1,61732,28,62,4.9,29,0,0,1339,71,58,1,315,294,55,0,0,14,69867,1,21,1,3,1,1,0,1,1
L,92,5,66,1081,24,57,1.5,74,376,24,670,93,60,1,96,84,6,10,27,17,420,1,7,1,2,1,0,0,0,0
M,93,5,1,13563,18,52,1.5,0,0,0,0,86,53,1,0,0,0,197,57,24,23004,0,15,1,0,0,0,0,1,1
N,94,5,22,12559,15,37,3.5,49,154,8,616,88,69,1,142,113,15,2,0,14,3473,1,2,1,0,0,1,0,1,1
O,95,5,21,7937824,14,46,7.2,53,141,0,4352,31,26,1,106,97,4,2,1,40,1898983,1,15,1,0,0,0,0,0,0
P,96,5,1,365444,17,41,2,0,0,27,0,60,56,1,0,0,0,4,0,40,30695,0,15,1,0,0,0,0,0,0
Q,97,5,22,7919766,35,35,3.2,66,144,50,1755,33,29,0,97,65,11,7,0,50,1186579,1,21,1,1,1,0,1,1,0
R,98,5,36,146,24,46,4.9,124,196,103,2331,93,72,1,396,280,25,0,0,14,278,1,15,1,10,1,0,0,0,0
S,99,5,24,85625,9,30,13.5,63,156,0,0,67,42,1,0,0,0,15,7,19,210238,0,15,1,0,0,0,0,0,0
T,100,5,19,75454,12,29,3.4,64,135,52,9615,71,55,1,145,127,7,14,7,40,10208,1,15,1,0,0,1,0,1,1
A,1,1,21,270,66,97,2.6,21,141,10,1250,92,72,1,162,148,6,376,3380,14,60,1,21,1,0,0,0,0,1,1
B,2,3,17,228064,17,18,2.9,50,131,30,1106,34,31,1,227,210,17,51,2311,29,258861,0,21,1,0,0,1,1,1,1
C,3,3,51,678698,22,80,2.4,61,308,55,5643,44,41,1,293,196,21,169,824,14,124479,1,21,1,9,1,0,0,1,1
D,4,3,26,31240,88,88,1.4,41,150,41,1361,64,57,1,240,233,4,21,0,14,2361,1,21,1,5,1,0,0,0,0
E,5,3,28,13,69,56,0.8,33,149,21,1637,98,89,1,490,454,6,386,0,40,1,1,28,1,3,1,1,0,1,1
F,6,5,24,3100246,88,95,3.8,38,138,27,7351,24,37,1,245,236,143,27,135,14,522707,1,21,1,6,1,0,0,1,0
G,7,2,51,678698,57,82,2.4,61,308,55,5643,44,41,1,293,196,21,957,1576,14,124479,1,21,1,9,1,0,0,1,1
H,8,2,26,2563,41,77,2.3,36,144,20,4541,92,64,1,167,62,3,92,47,14,651,1,21,1,6,1,0,1,1,0
I,9,2,16,50839,40,66,0.7,59,110,38,5930,66,57,1,180,132,28,10,5,14,7038,1,21,1,1,1,0,0,1,0
J,10,5,28,13,39,57,0.8,33,149,21,1637,98,89,1,490,454,6,4895,61,40,1,1,28,1,3,1,1,0,1,1
K,91,5,20,392935,29,55,2.9,42,138,58,2355,45,50,1,186,172,19,0,0,14,64744,1,21,1,0,0,0,0,1,0
L,92,5,29,242,29,45,3.2,61,178,69,1128,94,78,1,212,112,15,170,143,14,60,1,15,1,7,1,0,0,0,0
M,93,5,1,3832544,24,43,3.9,101,0,64,2108,28,36,1,274,260,15,10124,8440,14,482172,0,21,1,0,0,1,0,0,0
N,94,5,14,170,22,43,4.2,42,72,0,0,94,78,1,1,1,0,85,23,14,70,1,15,1,0,0,0,1,0,0
O,95,5,27,10,46,42,3.5,28,156,15,510,96,92,1,176,102,48,3,0,14,2,0,21,1,0,0,0,0,0,0
P,96,5,20,800,20,42,2.3,61,141,43,1007,92,76,1,88,41,3,0,9,14,959,1,21,1,0,0,0,0,0,0
Q,97,5,25,41276,19,40,4.5,65,155,52,1068,57,56,1,145,129,21,2,2,14,323826,1,21,1,8,1,1,0,0,0
R,98,5,32,489,12,38,2,65,200,51,6728,90,70,1,258,176,8,17,348,14,1982,1,21,1,2,1,0,0,1,1
S,99,5,67,2140,9,20,2.8,77,375,59,2239,93,75,1,193,118,27,17,348,14,300,1,21,1,7,1,0,1,1,1
T,100,5,24,2003515,24,15,1.7,64,154,53,1949,11,25,1,237,227,104,2,2,26,4045065,1,21,1,0,0,0,0,0,0
A,1,1,20,39311,70,97,2.7,69,106,55,1450,84,58,1,96,54,12,27,96,14,29171,1,21,1,6,1,1,0,1,1
B,2,3,35,12877,19,21,1.4,59,206,12,2226,55,49,1,152,123,48,2978,38477,14,7296,1,21,1,1,1,1,0,1,1
C,3,3,24,242,22,81,3.2,76,158,91,1792,94,78,1,235,116,16,475,128,14,60,1,15,1,7,1,1,0,1,1
D,4,3,20,349750,88,90,2.8,52,130,5,1131,52,46,1,224,218,22,290,115,14,105881,1,21,1,4,1,1,0,1,1
E,5,3,24,94,69,56,3.8,83,156,39,3071,95,81,1,128,113,30,10,14,14,123,1,2,1,4,1,1,0,1,1
F,6,5,209,3865,88,95,1.3,85,1379,85,22964,81,64,1,381,248,20,74,9,14,2455,1,13,1,0,0,0,0,1,1
G,7,5,14,278,57,82,2,50,98,36,1966,95,83,1,251,231,2,62,38,14,74,1,15,1,5,1,1,1,1,1
H,8,5,11,388,41,77,1.6,72,77,49,3190,92,77,1,124,104,5,44,82,40,176,1,7,1,4,1,0,0,0,0
I,9,2,19,31784,40,66,2.2,65,136,65,6717,61,55,1,307,234,30,9446,0,14,70362,1,21,1,12,1,1,1,1,1
J,10,5,41,270,42,57,2.4,39,255,20,5877,92,72,1,204,187,8,16777,220045,14,60,1,21,1,0,0,1,0,1,1
K,91,5,29,274115,29,57,0.9,18,193,33,1045,46,51,1,89,29,50,82,103,14,825279,0,21,1,1,1,0,0,1,0
L,92,5,25,6,33,45,1.5,8,152,8,134,96,87,1,71,38,1,0,0,14,5,1,24,0,0,0,1,0,1,1
M,93,5,25,6,24,43,1.5,8,152,8,134,96,87,1,71,38,1,276053,343305,14,5,1,24,0,0,0,1,0,1,1
N,94,5,28,8879,22,46,4.7,34,160,0,0,64,57,1,0,0,0,24258,4919,14,6562,0,21,1,0,0,0,0,0,0
O,95,5,12,1789,46,42,3.4,26,69,26,4989,91,72,1,190,168,10,7,49,40,1171,0,2,0,2,1,1,0,0,1
P,96,5,32,40951,20,42,0.9,36,225,53,316,81,54,1,47,36,5,11,0,23,17977,1,21,1,0,0,0,0,0,0
Q,97,5,30,96,20,44,4,84,200,35,3718,95,46,1,107,46,33,81,2,14,123,1,2,1,4,1,1,0,0,1
R,98,5,22,51677,12,38,2,58,143,58,2759,57,49,1,156,123,20,1,0,14,328712,1,21,1,3,1,1,0,1,1
S,99,5,3,5895151,9,20,2.4,28,28,0,0,22,28,0,1,1,0,1,0,40,3716389,0,15,1,0,0,0,0,0,0
T,100,5,20,0,24,15,1.5,80,163,0,1199,91,50,1,123324,107,7,123,61,14,903,1,2,1,0,0,1,0,1,1
A,1,1,20,349750,76,97,2.7,52,130,5,1131,52,46,1,224,218,22,290,115,14,95022,1,21,1,4,1,1,0,1,1
B,2,3,35,301638,19,49,2.1,43,205,31,1666,39,35,1,185,164,7,45,47,14,509640,1,21,1,7,1,1,1,1,1
C,3,3,20,39311,16,65,2.9,69,106,55,1450,84,58,1,96,54,12,27,96,14,20757,1,21,1,6,1,1,0,1,1
D,4,3,21,25119,56,54,2.8,40,135,40,1602,76,58,1,131,79,8,45,5,14,37005,1,19,1,1,1,1,1,1,1
E,5,3,24,20371,65,91,5,89,149,4,1584,1,3,1,73,53,5,0,1,29,8459619,1,19,1,0,0,1,1,0,1
F,6,5,56,8922,28,75,2.8,85,355,61,2290,91,70,1,59,40,3,2480,1296,14,7965,1,21,1,9,1,1,0,1,1
G,7,5,27,394780,28,71,2.9,60,149,15,937,38,39,1,144,104,10,150,290,14,210165,1,21,1,9,1,1,1,0,1
H,8,5,23,538116,28,68,3.3,56,139,28,1818,37,36,1,189,179,10,26,13,14,438916,1,21,1,9,1,1,1,1,1
I,9,2,25,62288,26,66,1.3,52,156,36,3233,46,40,1,277,237,79,8,9,46,139823,1,21,1,6,1,1,1,1,1
J,10,5,35,301638,24,68,2.1,43,205,31,1666,39,35,1,185,164,7,28,0,14,509640,1,21,1,7,1,1,1,1,1
K,91,2,24,89029,19,65,1.6,32,144,32,952,77,61,1,221,208,1,5,0,40,83435,0,15,1,10,1,1,0,1,1
L,92,5,24,51677,34,47,1.7,49,137,49,1255,57,49,1,139,119,16,264,7,14,328712,1,21,1,3,1,1,1,1,1
M,93,5,21,1916,15,46,5.1,64,150,64,991,93,77,1,192,154,14,4,0,14,556,0,2,1,4,1,1,0,0,1
N,94,5,17,126557,14,35,8,90,113,14,247,64,51,1,59,51,1,3,0,14,85374,1,21,1,4,1,1,0,0,1
O,95,5,36,749866,14,34,1.4,113,204,0,0,38,43,1,0,0,0,258,1,40,501252,1,21,1,0,0,1,1,1,1
P,96,5,33,328924,10,24,2,112,223,112,1323,57,51,1,111,89,14,514,3,13,771124,1,21,1,0,0,0,0,1,0
Q,97,5,11,133,10,29,2.7,95,83,61,915,95,79,1,172,137,3,177,7,14,70,1,21,1,0,0,0,0,0,0
R,98,5,14,957,16,25,2.8,61,77,43,2035,91,70,1,242,203,24,45,0,14,126,1,21,1,5,1,0,0,0,0
S,99,5,23,276,11,21,1,69,155,0,0,93,77,1,1,1,0,15,26,14,178,1,21,0,0,0,0,0,1,1
T,100,5,53,25891,9,22,2,35,317,29,1576,71,62,1,1,1,13,15,26,14,16155,1,21,1,0,0,0,0,0,0
A,1,1,26,800,81,88,1.5,98,150,58,1827,93,78,1,136,111,6,58,58,14,1625,1,21,1,7,1,1,1,1,1
B,2,3,25,8024,23,54,1,72,188,83,1218,52,51,1,159,118,15,4,117,14,15195,1,21,1,14,1,1,0,1,1
C,3,3,21,13,19,69,0.8,22,150,10,10494,98,89,1,1682,1300,24,266062,33421,40,1,1,28,1,3,1,1,0,1,1
D,4,3,29,124189,57,57,2.4,68,152,50,1802,41,40,1,144,129,23,15,111,14,374155,1,21,1,11,1,1,1,1,1
E,5,3,39,1206077,67,93,1.6,102,209,83,3065,29,34,1,151,120,15,4,19,14,2093091,1,21,1,4,1,1,1,1,1
F,6,5,48,12903,29,76,2.5,86,305,72,4860,85,61,1,492,404,77,328,68,14,12348,0,21,1,0,0,1,0,1,1
G,7,5,41,270,29,72,1.8,39,255,20,5877,92,72,1,204,187,8,16777,220045,14,60,1,21,1,0,0,1,0,1,1
H,8,5,26,62288,29,69,0.7,51,135,51,2949,46,40,1,260,233,79,6,142,46,139823,1,21,1,6,1,1,1,1,1
I,9,5,17,35038,27,67,1.8,90,117,72,2434,61,49,1,203,115,54,15,76,14,37379,1,21,1,8,1,1,1,0,1
J,10,5,24,124189,28,69,2.4,68,164,68,3834,41,40,1,155,139,23,84,107,14,374155,1,21,1,11,1,1,0,1,1
K,91,5,24,89029,20,68,1.4,32,143,32,952,77,61,1,221,208,1,28,0,40,105737,0,15,1,10,1,1,0,1,1
L,92,5,50,7468,39,48,2.4,45,297,45,1322,90,70,1,143,124,9,246,15,17,1801,1,7,1,10,1,1,1,1,1
M,93,5,22,390574,16,47,2.5,74,148,42,3364,50,45,1,105,86,4,11,5,14,83520,0,15,1,0,0,1,0,1,1
N,94,5,31,1566,15,39,2.8,45,187,30,3774,91,45,1,534,443,41,56,9,14,2775,1,21,1,6,1,1,1,1,1
O,95,5,24,114682,15,35,2.3,94,151,52,1016,51,44,1,67,63,7,7,1,14,188307,1,21,1,7,1,1,0,1,1
P,96,5,36,534,11,25,2,145,200,85,9281,93,73,1,291,246,21,61,0,14,1144,0,21,1,0,0,0,0,0,1
Q,97,5,23,129,12,34,1.5,54,148,3,2830,95,80,1,140,95,11,14,5,24,38,1,15,0,0,0,0,0,1,1
R,98,5,13,4663,17,26,4.4,78,99,64,2725,47,45,1,289,274,9,0,26,14,27335,1,21,1,10,1,1,0,1,1
S,99,5,23,22832,13,35,2.5,60,143,0,0,73,54,1,0,0,0,3,0,44,101015,0,15,1,0,0,0,0,1,1
T,100,5,21,7791,11,32,1,60,144,33,1822,75,57,1,28,14,1,934,3,40,19463,1,21,1,0,0,1,0,1,1
A,1,5,22,124189,74,77,2.5,55,127,37,3457,41,40,1,155,140,24,97,50,14,374155,1,19,1,11,1,1,0,1,1
B,2,1,22,278,23,54,2.1,57,133,43,1971,95,83,1,255,231,2,0,0,14,74,1,15,1,5,1,1,1,1,1
C,3,3,23,16629,19,69,2.3,58,156,58,4615,60,56,1,156,139,14,185,8,14,20673,1,7,1,8,1,1,1,1,1
D,4,3,25,543375,58,57,1.6,64,146,28,873,37,41,1,93,67,11,5,0,14,388040,1,21,1,4,1,1,1,1,1
E,5,3,32,2907,67,58,2.9,71,237,51,3102,92,68,1,113,75,6,118,100,17,1391,0,7,1,0,0,1,0,1,1
F,6,3,34,94,30,78,3.5,56,199,33,1260,95,81,1,99,88,21,10,0,14,123,1,2,1,4,1,0,1,0,0
G,7,5,24,3491,30,72,3.6,38,189,38,3413,82,70,1,268,257,6,1127,62,14,4201,1,2,1,5,1,1,1,1,1
H,8,5,23,16629,30,69,2.3,58,156,58,4615,60,56,1,156,139,14,2,0,14,20673,1,7,1,8,1,1,1,1,1
I,9,5,28,94,28,67,3.5,101,199,55,1448,95,81,1,1,0,28,843,204,14,123,1,2,1,4,1,1,1,1,1
J,10,5,36,768,29,70,5.8,70,249,62,9225,92,71,1,394,308,29,1080,519,14,173,1,15,1,7,1,1,0,1,1
K,91,1,60,1109,21,68,2.3,74,388,0,350,93,81,1,1,1,0,0,0,14,1808,1,2,1,2,1,1,1,1,1
L,92,5,23,152917,36,48,2.9,52,154,19,1470,69,48,1,208,173,7,0,0,14,255056,1,2,1,9,1,1,1,1,1
M,93,5,23,4663,17,47,3.6,60,147,46,2465,47,45,1,290,265,15,22,15,14,27335,1,21,1,10,1,1,0,1,1
N,94,5,27,129,16,39,1.4,108,168,3,6509,95,80,1,280,224,8,12,13,24,38,1,15,0,0,0,0,0,1,1
O,95,5,21,1023,16,35,1.5,76,154,58,1587,71,49,1,173,147,1,8,7,14,12334,1,7,1,5,1,1,1,1,1
P,96,5,22,210464,12,25,1.2,49,131,48,1243,33,36,1,163,151,10,179,23,14,436287,1,21,1,9,1,1,1,1,1
Q,97,5,23,5656,12,34,3.9,54,154,54,3502,84,61,1,294,241,93,329,167,14,8083,1,25,1,15,1,1,0,1,1
R,98,5,18,784855,18,26,1.3,65,123,89,4002,35,27,1,111,27,19,8,7,14,177996,1,2,1,0,0,1,0,1,1
S,99,5,26,13,14,35,0.9,22,166,10,10494,98,89,1,1682,1300,24,266062,33421,40,1,1,28,1,3,1,1,0,1,1
T,100,5,22,89546,12,32,1.5,103,145,56,1824,72,42,1,234,119,0,111,18,14,8363,1,2,1,7,1,1,1,0,0
A,1,1,28,13,76,78,0.9,55,169,43,11803,98,89,1,1654,1278,197,4657,2309,40,1,1,28,1,3,1,0,0,1,1
B,2,3,28,1286793,20,50,2.3,66,166,31,755,21,27,1,40,36,4,0,59,24,2129037,1,15,1,0,0,1,0,1,1
C,3,3,33,2410,17,66,2.9,37,201,37,1476,92,74,1,118,52,0,5119,962,14,1486,1,2,1,5,1,0,1,1,0
D,4,3,19,8776,57,55,2,45,131,35,930,60,51,1,71,47,10,425,14,13,42339,1,21,1,4,1,0,0,0,0
E,5,3,18,3371,66,57,2.3,28,126,36,2352,93,77,1,182,135,8,105,0,24,596,0,15,1,0,0,0,0,0,0
F,6,5,7,228089,29,76,1.9,48,47,54,382,43,41,1,119,96,17,0,11,14,225936,1,21,1,3,1,1,0,0,1
G,7,5,30,7449,29,72,2.9,113,215,15,1495,89,62,1,158,139,25,682,329,14,4632,1,15,1,9,1,0,0,0,0
H,8,5,11,7449,29,69,2.9,51,60,28,470,89,62,1,87,75,12,2,0,14,4632,1,15,1,10,1,0,0,0,0
I,9,5,22,66919,27,67,3.2,88,137,70,690,41,40,1,132,107,11,8,0,36,196480,0,15,1,3,1,1,0,0,1
J,10,5,12,1817,25,69,2.1,68,66,68,614,87,65,1,161,144,2,346,1,14,4467,1,15,1,6,1,0,0,0,0
K,91,5,25,194258,20,67,0.9,61,178,61,1247,49,44,1,99,83,8,11,0,14,77956,1,21,1,7,1,0,0,0,0
L,92,5,29,4532,35,49,1.8,81,172,49,621,51,62,1,137,132,4,5431145,140050,14,68494,0,21,1,0,0,0,0,0,0
M,93,5,20,191040,16,48,2.6,72,133,42,1583,58,53,1,228,180,14,0,0,13,182024,1,21,1,6,1,1,0,1,1
N,94,5,16,31662,15,37,1,64,117,52,1977,63,59,1,317,289,44,0,16,13,4957,1,3,1,0,0,1,0,1,1
O,95,5,14,5845,15,36,1.8,84,111,0,0,62,62,1,1,1,0,3799506,421144,14,42297,1,21,1,0,0,0,0,1,0
P,96,5,25,45657,11,26,1.5,10,157,83,593,66,42,1,59,49,0,734,161,14,33308,0,21,1,0,0,1,0,0,1
Q,97,5,54,20874,11,31,5.5,63,348,24,8229,85,70,1,58,156,50,23,0,40,21883,0,15,1,0,0,1,0,0,1
R,98,5,21,3473674,17,27,4.1,34,157,63,656,36,37,1,79,58,9,1011,43,40,2806290,1,14,1,5,1,0,0,1,1
S,99,5,10,4455,13,36,1.3,71,55,0,426,75,63,1,108,101,2,181,602,14,65557,0,21,1,0,0,0,0,0,0
T,100,5,1,45657,10,33,1.5,92,0,29,2340,6,8,1,9887,131,61,9533,0,14,1743261,0,2,1,0,0,0,0,0,0
A,1,1,62,10400,56,78,1.6,58,131,52,1552,57,55,1,108,84,11,325,0,14,23237,0,7,1,0,0,1,1,1,1
B,2,5,18,152951,47,47,1,44,118,37,2189,63,57,1,128,123,0,2202,2123,40,81466,1,15,1,7,1,1,0,1,0
C,3,5,19,23323,48,70,1.9,86,131,10,0,85,64,1,1,1,0,438402,119,40,7444,1,15,1,0,0,1,1,1,1
D,4,5,50,331951,54,70,1.1,104,300,28,1960,45,51,1,365,315,22,409,774,17,44317,1,7,1,3,1,1,0,0,0
E,5,2,30,2531,56,68,3.7,58,157,81,1539,92,57,1,180,153,4,1118,800,17,1350,1,7,1,0,0,1,0,0,0
F,6,5,23,75215,55,70,2.5,124,147,34,2942,71,60,1,197,158,1,522,3167,17,14927,1,7,1,0,0,0,0,0,1
G,7,5,27,183713,51,67,4.4,79,153,20,1163,34,39,1,103,93,11,1,5,14,935455,1,7,1,8,1,1,1,0,1
H,8,5,22,90732,40,67,2.6,47,128,51,0,54,53,1,0,0,0,201,314,14,32201,1,21,1,0,0,0,1,1,1
I,9,5,26,40936,52,67,1.4,56,158,56,1718,51,51,1,148,71,19,286,3207,14,46358,1,7,1,10,1,1,1,1,1
J,10,5,23,116324,39,67,1.8,57,140,57,2082,51,42,1,207,177,20,290,257,14,33581,1,7,1,0,0,0,1,0,0
K,91,5,37,81961,40,66,2.5,52,214,52,1388,55,55,1,232,197,11,125,14,17,19360,1,7,1,3,1,0,1,0,0
L,92,5,22,146,40,68,2.9,105,150,57,2080,93,55,1,253,153,28,14,330,14,279,1,15,1,12,1,0,1,0,0
M,93,5,48,167894,32,63,2.9,69,300,45,1562,55,54,1,244,200,8,3,1,17,30253,0,7,1,15,1,0,1,0,0
N,94,5,22,107773,33,60,0.9,59,133,59,3740,50,45,1,42,40,2,147,45,14,16055,0,7,1,0,0,0,0,0,0
O,95,5,25,17932,22,56,1.1,68,160,68,1501,48,44,1,84,65,9,210,443,14,14080,1,7,1,5,1,1,0,1,1
P,96,5,45,312072,21,52,2,32,315,32,1090,64,58,1,154,136,2,36,0,17,28546,0,7,1,0,0,1,0,0,1
Q,97,5,23,440996,17,51,3.8,93,154,83,1472,37,40,1,116,103,10,31,1,14,504156,1,7,1,16,1,0,0,0,0
R,98,5,151,5365,16,49,4,138,989,64,8794,92,74,0,409,329,11,243,107,40,5103,0,15,1,0,0,1,0,1,1
S,99,5,49,98216,22,32,2.8,70,315,66,1574,33,39,1,258,233,37,37,48,26,109827,1,7,1,6,1,1,1,0,0
T,100,5,137,277907,12,32,0.8,98,975,58,8258,69,55,1,151,125,1,36,6,40,34313,1,7,1,1,1,0,1,1,0
A,1,1,25,8388,36,69,1.6,57,138,57,9910,41,44,1,435,321,80,31517,4064,14,15650,1,15,1,7,1,1,1,1,1
B,2,5,48,278,29,29,2,61,300,61,1883,95,83,1,258,237,6,505,100,14,74,1,15,1,5,1,1,1,1,1
C,3,5,18,25336,32,54,2.5,33,151,33,8707,46,49,1,252,152,47,945,4140,14,129876,1,7,1,6,1,1,0,1,1
D,4,5,30,574,40,56,2.5,77,185,65,2629,92,68,1,153,73,29,62,54,14,142,1,25,1,7,1,1,1,0,1
E,5,5,24,262324,44,56,2.2,68,135,68,2409,34,35,1,128,87,15,87,155,29,126508,1,21,1,9,1,1,0,1,1
F,6,5,26,583306,45,60,5.6,57,140,67,12468,33,30,1,222,190,30,456,8,14,900041,1,7,1,13,1,1,1,0,0
G,7,5,28,355,43,59,1.1,56,159,38,9,93,77,1,6,1,0,4,31,14,54,1,18,0,0,0,1,1,0,1
H,8,5,11,93037,34,61,1.4,40,80,17,11418,46,51,1,1447,1152,264,2,17,14,72581,0,7,1,2,1,1,0,0,0
I,9,2,36,768,48,63,3.6,162,221,55,0,92,71,1,1,1,0,603,177,14,173,1,21,1,0,0,1,1,1,0
J,10,5,10,7060,37,65,1.5,55,62,55,1264,87,51,1,78967,143,18,360,136,14,3164,1,2,1,6,1,1,1,0,0
K,91,5,25,349,40,66,1.8,44,149,27,486,66,61,1,1,1,23,1379865,4717929,14,1585,1,21,1,4,1,0,0,0,0
L,92,5,25,869,42,70,2.2,89,155,44,3395,82,62,1,739,714,242,2865856,5202958,14,336,1,7,1,1,1,0,0,0,0
M,93,5,22,94920,31,61,1.5,57,143,46,3663,18,33,1,154,137,47,2976,54046,14,643446,1,21,1,5,1,0,0,0,0
N,94,5,21,18182,32,58,2.2,64,137,29,630,72,62,1,27,13,3,416298,201559,14,8171,1,15,1,0,0,0,0,0,0
O,95,5,19,56187,21,54,1.5,58,147,58,0,58,48,1,1,1,0,201568,131308,14,304859,1,19,1,0,0,0,0,0,0
P,96,5,35,1063,20,50,2.7,31,193,48,423,60,59,1,85,41,13,159391,2372123,34,2790,1,19,1,3,1,0,0,0,0
Q,97,5,25,55665,16,49,3.1,17,160,54,9,65,58,1,14,14,0,987126,197373,14,18076,0,19,1,0,0,0,0,0,0
R,98,5,18,3211,15,54,1.2,36,120,24,670,56,60,1,77,74,23,217350,1044738,14,4925,0,19,1,0,0,0,0,0,0
S,99,5,19,4874,21,30,2.4,24,117,10,0,59,61,1,21,19,0,676421,2773394,14,829,0,19,1,0,0,0,0,0,0
T,100,5,22,16672,32,34,2.9,62,155,55,4761,69,64,1,503,481,28,461853,240464,17,4030,1,7,1,0,0,0,0,0,0
A,1,5,29,322226,56,78,1.5,51,159,60,2498,43,50,1,141,105,4,870,4203,17,36203,1,7,1,0,0,1,0,0,1
B,2,1,29,40516,47,47,2.1,61,154,44,1318,57,47,1,186,137,23,161,428,14,33050,1,2,1,13,1,1,0,1,1
C,3,2,27,77709,48,70,3.9,59,147,49,4139,36,36,1,269,218,59,8835,7583,14,219488,1,7,1,12,1,1,1,0,0
D,4,5,29,322226,59,74,1.5,51,159,60,2498,43,50,1,141,105,4,237,1181,17,36203,1,7,1,0,0,0,0,0,0
E,5,5,27,4529,56,68,2.1,70,152,54,1737,79,57,1,235,181,36,307,826,14,8892,1,7,1,9,1,1,0,1,1
F,6,5,32,105367,55,70,1.2,56,162,65,1410,62,54,1,90,35,16,705,1638,14,18686,1,7,1,0,0,0,1,1,1
G,7,5,33,59047,59,67,4.5,74,192,59,2848,32,42,1,287,257,32,4,0,14,259948,1,2,1,0,0,1,0,0,0
H,8,5,16,9313,40,67,2.1,56,87,56,1133,77,53,0,47,28,5,971,976,17,2352,1,7,1,5,1,0,1,0,0
I,9,5,27,2815,52,76,3.1,56,145,56,1773,91,64,1,215,113,16,4186,10066,14,720,1,2,1,6,1,1,0,0,0
J,10,5,24,3369,39,67,1.6,41,148,41,4029,84,68,1,249,168,59,9526,4120,40,989,1,7,1,6,1,0,1,0,0
K,91,5,19,524232,40,76,3.1,8,155,60,148,39,39,1,28,23,2,1,0,14,262970,0,7,1,1,1,0,0,0,0
L,92,5,41,980,40,68,3,57,269,37,927,92,63,1,125,99,29,23,5,14,15311,0,2,1,0,0,0,0,0,0
M,93,5,26,55416,32,63,2.4,70,137,39,2223,35,41,1,320,164,91,381,0,14,122878,1,2,1,0,0,0,0,0,0
N,94,5,7,683,33,60,1.7,65,44,52,1628,93,73,1,305,270,10,1000,133,14,914,1,5,1,3,1,0,0,0,0
O,95,5,43,106474,22,56,2.1,83,268,63,3933,48,46,1,311,136,37,23,3,14,72921,1,2,1,17,1,1,1,0,0
